t,eta,attack,drift,shots,n_eff,qber_mean,qber_obs,secrecy_margin,leakage_burden,psi,dpsi_dt,dqber_dt,phase,scenario,repeat
116.0,0.035,0.08,0.008,10000,9768,0.05510042901475731,0.05415642915642915,0.3552982004181413,0.09981732186732187,3.229983640164921,-0.24309953700959142,0.0032248157248157237,secure,low_disturbance,92
117.0,0.035,0.08,0.008,10000,9768,0.05549332598286786,0.05671580671580671,0.33435799801457744,0.10173685503685503,3.039618163768886,0.11644072568686115,-0.0015356265356265345,secure,low_disturbance,92
118.0,0.035,0.08,0.008,10000,9768,0.055888795606948705,0.051085176085176084,0.38091516006925075,0.09751388206388206,3.462865091538643,-0.033869018307667975,0.00046068796068796103,secure,low_disturbance,92
119.0,0.035,0.08,0.008,10000,9768,0.05628598426254234,0.057637182637182635,0.3269068139868905,0.10242788697788698,2.97188012715355,-0.4909849643850932,0.006552006552006551,secure,low_disturbance,92
0.0,0.035,0.08,0.008,10000,9768,0.0466,0.04576167076167076,0.4266682190150003,0.09352125307125307,3.8788019910454574,-0.19397918782529144,0.0024570024570024634,secure,low_disturbance,93
1.0,0.035,0.08,0.008,10000,9768,0.04699804935090304,0.04821867321867322,0.40533050835421824,0.09536400491400492,3.684822803220166,-0.13291128547115405,0.0016891891891891893,secure,low_disturbance,93
2.0,0.035,0.08,0.008,10000,9768,0.04739523800649668,0.04914004914004914,0.3974277362113464,0.09605503685503686,3.6129794201031493,0.3007483974874179,-0.00373669123669124,secure,low_disturbance,93
3.0,0.035,0.08,0.008,10000,9768,0.04779070763057752,0.04074529074529074,0.4714951558014502,0.08975896805896806,4.286319598195002,0.08823807754694557,-0.001126126126126125,secure,low_disturbance,93
4.0,0.035,0.08,0.008,10000,9768,0.04818360459868807,0.04688779688779689,0.4168401132716745,0.09436584766584767,3.7894555751970405,-0.3763037718724409,0.00470925470925471,secure,low_disturbance,93
5.0,0.035,0.08,0.008,10000,9768,0.048573082337842015,0.05016380016380016,0.3887083259895132,0.09682285012285012,3.53371205445012,-0.1357636976945853,0.001740376740376741,secure,low_disturbance,93
6.0,0.035,0.08,0.008,10000,9768,0.048958303646921955,0.05036855036855037,0.3869720997788657,0.09697641277641278,3.51792817980787,0.05956048545532955,-0.0007678132678132672,secure,low_disturbance,93
7.0,0.035,0.08,0.008,10000,9768,0.04933844299138945,0.04862817362817363,0.4018116327896857,0.09567113022113023,3.652833025360779,0.05150507362743473,-0.000665438165438164,secure,low_disturbance,93
8.0,0.035,0.08,0.008,10000,9768,0.04971268876601783,0.04903767403767404,0.3983032159769013,0.09597825552825553,3.6209383270627393,-0.13796778862494818,0.0017915642915642925,secure,low_disturbance,93
9.0,0.035,0.08,0.008,10000,9768,0.05008024551944568,0.05221130221130221,0.3714587192921971,0.09835847665847666,3.3768974481108827,-0.18779123691063582,0.0024570024570024565,secure,low_disturbance,93
10.0,0.035,0.08,0.008,10000,9768,0.050440336134453784,0.053951678951678954,0.35698914385656144,0.09966375921375921,3.2453558532414677,0.06657371065677031,-0.0008701883701883704,secure,low_disturbance,93
11.0,0.035,0.08,0.008,10000,9768,0.05079220395798933,0.05047092547092547,0.3861049356366866,0.09705319410319412,3.5100448694244233,0.2237396700656853,-0.0029176904176904175,secure,low_disturbance,93
12.0,0.035,0.08,0.008,10000,9768,0.05113511487509938,0.04811629811629812,0.4062118712710122,0.0952872235872236,3.6928351933728383,-0.06657371065677031,0.0008701883701883704,secure,low_disturbance,93
13.0,0.035,0.08,0.008,10000,9768,0.051468359321088945,0.05221130221130221,0.3714587192921971,0.09835847665847666,3.3768974481108827,-0.04390439827694537,0.0005630630630630608,secure,low_disturbance,93
14.0,0.035,0.08,0.008,10000,9768,0.051791254226388445,0.04924242424242424,0.3965529036500842,0.09613181818181818,3.6050263968189475,-0.07729592959770892,0.0010237510237510218,secure,low_disturbance,93
15.0,0.035,0.08,0.008,10000,9768,0.05210314488879996,0.05425880425880426,0.35445361478070114,0.0998941031941032,3.222305588915465,-0.15671216256894893,0.002047502047502047,secure,low_disturbance,93
16.0,0.035,0.08,0.008,10000,9768,0.052403406767990414,0.053337428337428335,0.36207622788491545,0.09920307125307125,3.2916020716810497,-0.03443125484499898,0.00046068796068796103,secure,low_disturbance,93
17.0,0.035,0.08,0.008,10000,9768,0.05269144719731326,0.05518018018018018,0.34687873871480135,0.10058513513513513,3.153443079225467,0.05433692402818857,-0.0007166257166257156,secure,low_disturbance,93
18.0,0.035,0.08,0.008,10000,9768,0.05296670700826649,0.0519041769041769,0.37403035117111694,0.09812813267813268,3.400275919737427,-0.03042616194643366,0.0004095004095004094,secure,low_disturbance,93
19.0,0.035,0.08,0.008,10000,9768,0.05322866206313473,0.055999180999181,0.34018498308658596,0.10119938574938575,3.0925907553325995,0.15430103664253814,-0.0019963144963144955,secure,low_disturbance,93
20.0,0.035,0.08,0.008,10000,9768,0.053476824691614196,0.04791154791154791,0.4079765792324753,0.09513366093366094,3.708877993022503,0.1499433838962878,-0.0019963144963144955,secure,low_disturbance,93
21.0,0.035,0.08,0.008,10000,9768,0.05371074502748315,0.052006552006552006,0.3731725275437693,0.098204914004914,3.392477523125175,-0.28914691623215516,0.003787878787878788,secure,low_disturbance,93
22.0,0.035,0.08,0.008,10000,9768,0.05393001224165393,0.05548730548730549,0.3443642576614012,0.10081547911547913,3.1305841605581928,0.05090896210372753,-0.000665438165438164,secure,low_disturbance,93
23.0,0.035,0.08,0.008,10000,9768,0.05413425566822691,0.05067567567567568,0.38437249920658934,0.09720675675675676,3.49429544733263,0.03819069435152134,-0.0005118755118755126,secure,low_disturbance,93
24.0,0.035,0.08,0.008,10000,9768,0.05432314582046,0.05446355446355446,0.3527662104187359,0.10004766584766585,3.2069655492612354,0.007874711045896543,-0.00010237510237510322,secure,low_disturbance,93
25.0,0.035,0.08,0.008,10000,9768,0.05449639529386886,0.05047092547092547,0.3861049356366866,0.09705319410319412,3.5100448694244233,0.0810750998900347,-0.0010749385749385734,secure,low_disturbance,93
26.0,0.035,0.08,0.008,10000,9768,0.054653759553982675,0.052313677313677316,0.37060273239454355,0.098435257985258,3.369115749041305,-0.23521335282776867,0.0031224406224406205,secure,low_disturbance,93
27.0,0.035,0.08,0.008,10000,9768,0.05479503760659604,0.05671580671580671,0.33435799801457744,0.10173685503685503,3.039618163768886,-0.12307036227891532,0.0016380016380016377,secure,low_disturbance,93
28.0,0.035,0.08,0.008,10000,9768,0.05492007254868023,0.05558968058968059,0.3435272526931822,0.10089226044226045,3.122975024483474,0.14533603229281367,-0.0019451269451269439,secure,low_disturbance,93
29.0,0.035,0.08,0.008,10000,9768,0.05502875199844341,0.052825552825552825,0.3663319251189965,0.09881916461916462,3.3302902283545133,0.1191822853679636,-0.001586814086814086,secure,low_disturbance,93
30.0,0.035,0.08,0.008,10000,9768,0.05512100840336134,0.05241605241605242,0.3697473554741342,0.09851203931203932,3.3613395952194014,-0.23891240983465512,0.0032248157248157237,secure,low_disturbance,93
31.0,0.035,0.08,0.008,10000,9768,0.05519681922533417,0.05927518427518427,0.3137711949553723,0.10365638820638821,2.852465408685203,0.003888076910951721,-5.118755118755161e-05,secure,low_disturbance,93
32.0,0.035,0.08,0.008,10000,9768,0.05525620700246174,0.052313677313677316,0.37060273239454355,0.098435257985258,3.369115749041305,0.10491214323252263,-0.0014332514332514312,secure,low_disturbance,93
33.0,0.035,0.08,0.008,10000,9768,0.05529923928726831,0.05640868140868141,0.3368518664665273,0.10150651105651105,3.0622896951502483,-0.14962927923494584,0.0019963144963144955,secure,low_disturbance,93
34.0,0.035,0.08,0.008,10000,9768,0.0553260284615457,0.05630630630630631,0.33768429096285546,0.10142972972972973,3.069857190571413,0.03795442356654455,-0.0005118755118755126,secure,low_disturbance,93
35.0,0.035,0.08,0.008,10000,9768,0.05533673142832264,0.055384930384930385,0.34520183965116713,0.10073869778869779,3.1381985422833374,0.13797334592831811,-0.0018427518427518441,secure,low_disturbance,93
36.0,0.035,0.08,0.008,10000,9768,0.05533154918180454,0.05262080262080262,0.36803842706708545,0.09866560196560197,3.3458038824280494,0.01143735525720202,-0.00015356265356265483,secure,low_disturbance,93
37.0,0.035,0.08,0.008,10000,9768,0.0553107262564622,0.055077805077805075,0.34771805780775156,0.10050835380835381,3.1610732527977414,-0.08090418882824824,0.0010749385749385769,secure,low_disturbance,93
38.0,0.035,0.08,0.008,10000,9768,0.05527455005677998,0.05477067977067977,0.3502395055248708,0.10027800982800983,3.183995504771553,-0.060727544514427745,0.0008190008190008188,secure,low_disturbance,93
39.0,0.035,0.08,0.008,10000,9768,0.05522335006949996,0.05671580671580671,0.33435799801457744,0.10173685503685503,3.039618163768886,-0.01146112598690574,0.00015356265356265136,secure,low_disturbance,93
40.0,0.035,0.08,0.008,10000,9768,0.05515749696052176,0.055077805077805075,0.34771805780775156,0.10050835380835381,3.1610732527977414,0.007554600483442142,-0.00010237510237509975,secure,low_disturbance,93
41.0,0.035,0.08,0.008,10000,9768,0.05507740155893305,0.056511056511056514,0.33602001012093474,0.10158329238329239,3.0547273647357702,-0.03803277050663367,0.0005118755118755126,secure,low_disturbance,93
42.0,0.035,0.08,0.008,10000,9768,0.05498351373095557,0.0561015561015561,0.33935084829629214,0.10127616707616709,3.085007711784474,0.12230070462658493,-0.0016380016380016377,secure,low_disturbance,93
43.0,0.035,0.08,0.008,10000,9768,0.05487632114689309,0.05323505323505324,0.3629261651387834,0.09912628992628993,3.29932877398894,0.16934847953791543,-0.0022522522522522535,secure,low_disturbance,93
44.0,0.035,0.08,0.008,10000,9768,0.054756347944461006,0.051597051597051594,0.37660751379463353,0.0978977886977887,3.423704670860305,-0.09957488729435537,0.001330876330876328,secure,low_disturbance,93
45.0,0.035,0.08,0.008,10000,9768,0.054624153292161304,0.055896805896805894,0.3410196899340252,0.10112260442260441,3.1001789994002293,-0.1769237401444459,0.0023546273546273568,secure,low_disturbance,93
46.0,0.035,0.08,0.008,10000,9768,0.054480329856640544,0.05630630630630631,0.33768429096285546,0.10142972972972973,3.069857190571413,-0.049122031182255776,0.0006654381654381675,secure,low_disturbance,93
47.0,0.035,0.08,0.008,10000,9768,0.0543255021782318,0.05722768222768223,0.33021284307392895,0.10212076167076167,3.001934937035718,0.02655891695603052,-0.0003583128583128578,secure,low_disturbance,93
48.0,0.035,0.08,0.008,10000,9768,0.05416032495913299,0.05558968058968059,0.3435272526931822,0.10089226044226045,3.122975024483474,0.20307248294859281,-0.0027129402129402146,secure,low_disturbance,93
49.0,0.035,0.08,0.008,10000,9768,0.0539854812689137,0.0518018018018018,0.3748887893226194,0.09805135135135136,3.4080799029329034,0.05734601696458386,-0.0007678132678132672,secure,low_disturbance,93
50.0,0.035,0.08,0.008,10000,9768,0.05380168067226891,0.05405405405405406,0.3561433764253906,0.09974054054054055,3.237667058412642,-0.007801189903864136,0.00010237510237510322,secure,low_disturbance,93
51.0,0.035,0.08,0.008,10000,9768,0.053609657284151575,0.052006552006552006,0.3731725275437693,0.098204914004914,3.392477523125175,-0.0649473027327323,0.000870188370188367,secure,low_disturbance,93
52.0,0.035,0.08,0.008,10000,9768,0.053410167757614466,0.05579443079443079,0.3418549698241895,0.10104582309582309,3.1077724529471773,-0.03496793752347793,0.00046068796068796103,secure,low_disturbance,93
53.0,0.035,0.08,0.008,10000,9768,0.053203989209876845,0.05292792792792793,0.36547958128860414,0.09889594594594595,3.3225416480782193,0.201136208238623,-0.0026617526617526595,secure,low_disturbance,93
54.0,0.035,0.08,0.008,10000,9768,0.05299191709230011,0.05047092547092547,0.3861049356366866,0.09705319410319412,3.5100448694244233,0.05840513140940895,-0.0007678132678132672,secure,low_disturbance,93
55.0,0.035,0.08,0.008,10000,9768,0.05277476301011092,0.051392301392301394,0.3783287101986741,0.09774422604422604,3.439351910897037,-0.1630246823264352,0.0021498771498771503,secure,low_disturbance,93
56.0,0.035,0.08,0.008,10000,9768,0.05255335249784773,0.05477067977067977,0.3502395055248708,0.10027800982800983,3.183995504771553,-0.12767820306274213,0.0016891891891891893,secure,low_disturbance,93
57.0,0.035,0.08,0.008,10000,9768,0.05232852275662794,0.05477067977067977,0.3502395055248708,0.10027800982800983,3.183995504771553,0.04994265464808101,-0.0006654381654381675,secure,low_disturbance,93
58.0,0.035,0.08,0.008,10000,9768,0.052101120359437855,0.05343980343980344,0.36122688954744864,0.09927985257985258,3.283880814067715,0.15908589541309026,-0.0020986895986895987,secure,low_disturbance,93
59.0,0.035,0.08,0.008,10000,9768,0.05187199893073498,0.050573300573300575,0.3852384025157507,0.09712997542997544,3.5021672955977334,-0.03462395947499464,0.00046068796068796103,secure,low_disturbance,93
60.0,0.035,0.08,0.008,10000,9768,0.051642016806722695,0.05436117936117936,0.3536096184629498,0.09997088452088453,3.2146328951177257,-0.09368437167416399,0.0012285012285012283,secure,low_disturbance,93
61.0,0.035,0.08,0.008,10000,9768,0.05141203468271041,0.05303030303030303,0.3646278407474346,0.09897272727272728,3.3147985522494054,0.04234793943560722,-0.0005630630630630608,secure,low_disturbance,93
62.0,0.035,0.08,0.008,10000,9768,0.051182913254007534,0.05323505323505324,0.3629261651387834,0.09912628992628993,3.29932877398894,0.038839485437884846,-0.0005118755118755126,secure,low_disturbance,93
63.0,0.035,0.08,0.008,10000,9768,0.05095551085681744,0.052006552006552006,0.3731725275437693,0.098204914004914,3.392477523125175,0.09748333667184506,-0.0012796887796887799,secure,low_disturbance,93
64.0,0.035,0.08,0.008,10000,9768,0.05073068111559765,0.05067567567567568,0.38437249920658934,0.09720675675675676,3.49429544733263,0.11025094848898709,-0.0014332514332514347,secure,low_disturbance,93
65.0,0.035,0.08,0.008,10000,9768,0.05050927060333446,0.04914004914004914,0.3974277362113464,0.09605503685503686,3.6129794201031493,-0.023555731473051678,0.0003071253071253062,secure,low_disturbance,93
66.0,0.035,0.08,0.008,10000,9768,0.05029211652114528,0.05128992628992629,0.37919023828251797,0.09766744471744472,3.447183984386527,0.0279182808285654,-0.0003583128583128578,secure,low_disturbance,93
67.0,0.035,0.08,0.008,10000,9768,0.050080044403568544,0.04842342342342342,0.4035697579936308,0.09551756756756756,3.66881598176028,0.11481620948944293,-0.0014844389844389863,secure,low_disturbance,93
68.0,0.035,0.08,0.008,10000,9768,0.049873865855830916,0.04832104832104832,0.4044498043701954,0.09544078624078624,3.6768164033654127,-0.03586836807505578,0.00046068796068796103,secure,low_disturbance,93
69.0,0.035,0.08,0.008,10000,9768,0.04967437632929382,0.049344799344799344,0.39567871701711854,0.09620859950859952,3.5970792456101686,-0.011991689002316841,0.00015356265356265483,secure,low_disturbance,93
70.0,0.035,0.08,0.008,10000,9768,0.04948235294117648,0.04862817362817363,0.4018116327896857,0.09567113022113023,3.652833025360779,0.007950087246490378,-0.00010237510237510322,secure,low_disturbance,93
71.0,0.035,0.08,0.008,10000,9768,0.04929855234453169,0.04914004914004914,0.3974277362113464,0.09605503685503686,3.6129794201031493,0.05619262823588689,-0.0007166257166257156,secure,low_disturbance,93
72.0,0.035,0.08,0.008,10000,9768,0.04912370865431239,0.0471949221949222,0.4141740110015808,0.09459619164619165,3.765218281832553,0.0922837696814065,-0.0011773136773136766,secure,low_disturbance,93
73.0,0.035,0.08,0.008,10000,9768,0.04895853143521358,0.046785421785421784,0.41773016554125586,0.09428906633906635,3.7975469594659623,-0.08406951811119212,0.0010749385749385734,secure,low_disturbance,93
74.0,0.035,0.08,0.008,10000,9768,0.04880370375680484,0.049344799344799344,0.39567871701711854,0.09620859950859952,3.5970792456101686,-0.03227976777673636,0.0004095004095004094,secure,low_disturbance,93
75.0,0.035,0.08,0.008,10000,9768,0.04865988032128408,0.0476044226044226,0.41062861663037387,0.09490331695331695,3.7329874239124896,-0.011903168225635419,0.00015356265356265483,secure,low_disturbance,93
76.0,0.035,0.08,0.008,10000,9768,0.04852768566898438,0.04965192465192465,0.39306002000747875,0.0964389434889435,3.5732729091588977,0.1220764478344265,-0.0015356265356265345,secure,low_disturbance,93
77.0,0.035,0.08,0.008,10000,9768,0.048407712466552295,0.044533169533169534,0.43748543515394767,0.09259987714987715,3.9771403195813426,-0.00396188897294647,5.118755118755161e-05,secure,low_disturbance,93
78.0,0.035,0.08,0.008,10000,9768,0.04830051988248982,0.049754299754299756,0.3921884044334305,0.09651572481572482,3.565349131213005,-0.30012143573523,0.0038390663390663396,secure,low_disturbance,93
79.0,0.035,0.08,0.008,10000,9768,0.04820663205451233,0.05221130221130221,0.3714587192921971,0.09835847665847666,3.3768974481108827,0.0797978842609437,-0.0010237510237510253,secure,low_disturbance,93
80.0,0.035,0.08,0.008,10000,9768,0.04812653665292363,0.047706797706797706,0.40974393897083816,0.09498009828009828,3.724944899734892,0.08631078013823834,-0.0011261261261261285,secure,low_disturbance,93
81.0,0.035,0.08,0.008,10000,9768,0.04806068354394542,0.049959049959049956,0.39044709092260954,0.09666928746928748,3.5495190083873593,-0.1271153765564781,0.0016380016380016377,secure,low_disturbance,93
82.0,0.035,0.08,0.008,10000,9768,0.04800948355666541,0.05098280098280098,0.38177855612841294,0.09743710073710074,3.470714146621936,0.1402276311227746,-0.001791564291564289,secure,low_disturbance,93
83.0,0.035,0.08,0.008,10000,9768,0.04797330735698318,0.04637592137592138,0.42129716976961995,0.09398194103194103,3.8299742706329085,0.03544924715128461,-0.00046068796068796103,secure,low_disturbance,93
84.0,0.035,0.08,0.008,10000,9768,0.047952484431640845,0.05006142506142506,0.3895773905016956,0.0967460687960688,3.5416126409245052,-0.08457637211267688,0.0010749385749385734,secure,low_disturbance,93
85.0,0.035,0.08,0.008,10000,9768,0.04794730218512274,0.048525798525798525,0.40269036790483104,0.0955943488943489,3.6608215264075548,0.148241982862926,-0.0018939393939393923,secure,low_disturbance,93
86.0,0.035,0.08,0.008,10000,9768,0.04795800515189969,0.046273546273546275,0.4221906267315393,0.09390515970515971,3.8380966066503572,-0.019941599672407717,0.00025593775593775805,secure,low_disturbance,93
87.0,0.035,0.08,0.008,10000,9768,0.04798479432617707,0.04903767403767404,0.3983032159769013,0.09597825552825553,3.6209383270627393,-0.14428879913149895,0.0018427518427518406,secure,low_disturbance,93
88.0,0.035,0.08,0.008,10000,9768,0.04802782661098364,0.049959049959049956,0.39044709092260954,0.09666928746928748,3.5495190083873593,-0.03966284306911705,0.0005118755118755092,secure,low_disturbance,93
89.0,0.035,0.08,0.008,10000,9768,0.04808721438811121,0.05006142506142506,0.3895773905016956,0.0967460687960688,3.5416126409245052,-0.11736022806897695,0.001535626535626538,secure,low_disturbance,93
90.0,0.035,0.08,0.008,10000,9768,0.04816302521008404,0.05303030303030303,0.3646278407474346,0.09897272727272728,3.3147985522494054,0.12392146713626762,-0.001586814086814086,secure,low_disturbance,93
91.0,0.035,0.08,0.008,10000,9768,0.04825528161500197,0.04688779688779689,0.4168401132716745,0.09436584766584767,3.7894555751970405,0.137169701337851,-0.0017915642915642925,secure,low_disturbance,93
92.0,0.035,0.08,0.008,10000,9768,0.048363961064765155,0.04944717444717445,0.3948051750417618,0.09628538083538084,3.5891379549251075,-0.14364413979965351,0.0018427518427518441,secure,low_disturbance,93
93.0,0.035,0.08,0.008,10000,9768,0.04848899600684934,0.050573300573300575,0.3852384025157507,0.09712997542997544,3.5021672955977334,0.09207664708526675,-0.0011773136773136766,secure,low_disturbance,93
94.0,0.035,0.08,0.008,10000,9768,0.048630274059462714,0.047092547092547093,0.4150620374005205,0.09451941031941032,3.773291249095641,0.01577237942619325,-0.00020475020475020644,secure,low_disturbance,93
95.0,0.035,0.08,0.008,10000,9768,0.04878763831957652,0.05016380016380016,0.3887083259895132,0.09682285012285012,3.53371205445012,-0.18650766467910707,0.002405814905814905,secure,low_disturbance,93
96.0,0.035,0.08,0.008,10000,9768,0.04896088779298538,0.0519041769041769,0.37403035117111694,0.09812813267813268,3.400275919737427,-0.1249156201912025,0.0016380016380016377,secure,low_disturbance,93
97.0,0.035,0.08,0.008,10000,9768,0.04914977794521847,0.05343980343980344,0.36122688954744864,0.09927985257985258,3.283880814067715,0.1262785528116761,-0.0016380016380016377,secure,low_disturbance,93
98.0,0.035,0.08,0.008,10000,9768,0.04935402137179146,0.04862817362817363,0.4018116327896857,0.09567113022113023,3.652833025360779,0.11308202767835418,-0.0014844389844389828,secure,low_disturbance,93
99.0,0.035,0.08,0.008,10000,9768,0.04957328858596223,0.05047092547092547,0.3861049356366866,0.09705319410319412,3.5100448694244233,0.13341587245624797,-0.0016891891891891893,secure,low_disturbance,93
100.0,0.035,0.08,0.008,10000,9768,0.049807208921831186,0.04524979524979525,0.43116312473006024,0.09313734643734643,3.919664770273275,-0.019665361401243642,0.0002559377559377546,secure,low_disturbance,93
101.0,0.035,0.08,0.008,10000,9768,0.05005537155031065,0.05098280098280098,0.38177855612841294,0.09743710073710074,3.470714146621936,-0.12542439425649743,0.001586814086814086,secure,low_disturbance,93
102.0,0.035,0.08,0.008,10000,9768,0.05031732660517889,0.04842342342342342,0.4035697579936308,0.09551756756756756,3.66881598176028,-0.11267914669023416,0.0014844389844389863,secure,low_disturbance,93
103.0,0.035,0.08,0.008,10000,9768,0.050592586416132124,0.053951678951678954,0.35698914385656144,0.09966375921375921,3.2453558532414677,0.056277180447173336,-0.0007166257166257156,secure,low_disturbance,93
104.0,0.035,0.08,0.008,10000,9768,0.05088062684545497,0.04699017199017199,0.41595073769200896,0.094442628992629,3.781370342654627,0.14812839384151877,-0.0019451269451269473,secure,low_disturbance,93
105.0,0.035,0.08,0.008,10000,9768,0.05118088872464542,0.05006142506142506,0.3895773905016956,0.0967460687960688,3.5416126409245052,-0.24488413548678856,0.003173628173628172,secure,low_disturbance,93
106.0,0.035,0.08,0.008,10000,9768,0.05149277938705694,0.053337428337428335,0.36207622788491545,0.09920307125307125,3.2916020716810497,-0.043295466610196565,0.0005630630630630643,secure,low_disturbance,93
107.0,0.035,0.08,0.008,10000,9768,0.05181567429235644,0.05118755118755119,0.3800523878474523,0.0975906633906634,3.455021707704112,0.16865052883260478,-0.0022010647010646985,secure,low_disturbance,93
108.0,0.035,0.08,0.008,10000,9768,0.052148918738346005,0.04893529893529894,0.39917934422808854,0.0959014742014742,3.6289031293462592,-0.08170981801153121,0.0010749385749385734,secure,low_disturbance,93
109.0,0.035,0.08,0.008,10000,9768,0.052491829655456054,0.053337428337428335,0.36207622788491545,0.09920307125307125,3.2916020716810497,-0.04759553744806966,0.0006142506142506124,secure,low_disturbance,93
110.0,0.035,0.08,0.008,10000,9768,0.052843697478991605,0.05016380016380016,0.3887083259895132,0.09682285012285012,3.53371205445012,-0.15986097226374985,0.0021498771498771503,secure,low_disturbance,93
111.0,0.035,0.08,0.008,10000,9768,0.05320378809399969,0.057637182637182635,0.3269068139868905,0.10242788697788698,2.97188012715355,-0.18631940082618925,0.0024570024570024565,secure,low_disturbance,93
112.0,0.035,0.08,0.008,10000,9768,0.05357134484742756,0.055077805077805075,0.34771805780775156,0.10050835380835381,3.1610732527977414,0.12905175650568546,-0.001740376740376741,secure,low_disturbance,93
113.0,0.035,0.08,0.008,10000,9768,0.05394559062205593,0.05415642915642915,0.3552982004181413,0.09981732186732187,3.229983640164921,0.0729938390371736,-0.0009725634725634702,secure,low_disturbance,93
114.0,0.035,0.08,0.008,10000,9768,0.05432572996652342,0.053132678132678135,0.36377670239592974,0.0990495085995086,3.3070609308720886,0.023090675570646813,-0.0003071253071253062,secure,low_disturbance,93
115.0,0.035,0.08,0.008,10000,9768,0.05471095127560337,0.05354217854217854,0.3603781490436836,0.0993566339066339,3.2761649913062145,-0.02700544830068008,0.0003583128583128578,secure,low_disturbance,93
116.0,0.035,0.08,0.008,10000,9768,0.05510042901475731,0.05384930384930385,0.3578355037697801,0.09958697788697789,3.2530500342707285,-0.2892604307123201,0.003941441441441443,secure,low_disturbance,93
117.0,0.035,0.08,0.008,10000,9768,0.05549332598286786,0.06142506142506143,0.29674085428697317,0.10526879606879606,2.6976441298815743,-0.14058495355858924,0.0018939393939393923,secure,low_disturbance,93
118.0,0.035,0.08,0.008,10000,9768,0.055888795606948705,0.057637182637182635,0.3269068139868905,0.10242788697788698,2.97188012715355,-0.014624598079482354,0.00020475020475020297,secure,low_disturbance,93
119.0,0.035,0.08,0.008,10000,9768,0.05628598426254234,0.06183456183456183,0.29352344270948705,0.10557592137592138,2.6683949337226096,-0.3034851934309404,0.004197379197379197,secure,low_disturbance,93
0.0,0.035,0.08,0.008,10000,9768,0.0466,0.04412366912366912,0.44111378585932504,0.09229275184275185,4.010125325993864,-0.25297389776085044,0.003173628173628179,secure,low_disturbance,94
1.0,0.035,0.08,0.008,10000,9768,0.04699804935090304,0.0472972972972973,0.4132866571056315,0.09467297297297297,3.757151428233014,-0.1666544613142258,0.0020986895986895987,secure,low_disturbance,94
2.0,0.035,0.08,0.008,10000,9768,0.04739523800649668,0.04832104832104832,0.4044498043701954,0.09544078624078624,3.6768164033654127,-0.04416772323636686,0.0005630630630630608,secure,low_disturbance,94
3.0,0.035,0.08,0.008,10000,9768,0.04779070763057752,0.04842342342342342,0.4035697579936308,0.09551756756756756,3.66881598176028,0.004003199927376633,-5.118755118754814e-05,secure,low_disturbance,94
4.0,0.035,0.08,0.008,10000,9768,0.04818360459868807,0.04821867321867322,0.40533050835421824,0.09536400491400492,3.684822803220166,-0.007991478199750546,0.00010237510237510322,secure,low_disturbance,94
5.0,0.035,0.08,0.008,10000,9768,0.048573082337842015,0.04862817362817363,0.4018116327896857,0.09567113022113023,3.652833025360779,-0.13055906617993052,0.0016891891891891858,secure,low_disturbance,94
6.0,0.035,0.08,0.008,10000,9768,0.048958303646921955,0.051597051597051594,0.37660751379463353,0.0978977886977887,3.423704670860305,0.05619262823588689,-0.0007166257166257156,secure,low_disturbance,94
7.0,0.035,0.08,0.008,10000,9768,0.04933844299138945,0.0471949221949222,0.4141740110015808,0.09459619164619165,3.765218281832553,0.05105628346388191,-0.000665438165438164,secure,low_disturbance,94
8.0,0.035,0.08,0.008,10000,9768,0.04971268876601783,0.050266175266175266,0.38783989615668757,0.09689963144963144,3.5258172377880688,-0.08406951811119212,0.0010749385749385734,secure,low_disturbance,94
9.0,0.035,0.08,0.008,10000,9768,0.05008024551944568,0.049344799344799344,0.39567871701711854,0.09620859950859952,3.5970792456101686,0.07549958278867197,-0.0009725634725634737,secure,low_disturbance,94
10.0,0.035,0.08,0.008,10000,9768,0.050440336134453784,0.04832104832104832,0.4044498043701954,0.09544078624078624,3.6768164033654127,-0.14500915736903996,0.0018939393939393957,secure,low_disturbance,94
11.0,0.035,0.08,0.008,10000,9768,0.05079220395798933,0.053132678132678135,0.36377670239592974,0.0990495085995086,3.3070609308720886,-0.20418090488690854,0.002661752661752663,secure,low_disturbance,94
12.0,0.035,0.08,0.008,10000,9768,0.05113511487509938,0.053644553644553644,0.3595300052950755,0.09943341523341524,3.2684545935915956,0.031027409084608104,-0.0004095004095004094,secure,low_disturbance,94
13.0,0.035,0.08,0.008,10000,9768,0.051468359321088945,0.052313677313677316,0.37060273239454355,0.098435257985258,3.369115749041305,0.1365790236664548,-0.0017915642915642925,secure,low_disturbance,94
14.0,0.035,0.08,0.008,10000,9768,0.051791254226388445,0.05006142506142506,0.3895773905016956,0.0967460687960688,3.5416126409245052,0.1100111029419013,-0.0014332514332514347,secure,low_disturbance,94
15.0,0.035,0.08,0.008,10000,9768,0.05210314488879996,0.04944717444717445,0.3948051750417618,0.09628538083538084,3.5891379549251075,0.01583013411719625,-0.00020475020475020297,secure,low_disturbance,94
16.0,0.035,0.08,0.008,10000,9768,0.052403406767990414,0.04965192465192465,0.39306002000747875,0.0964389434889435,3.5732729091588977,-0.15262857042869626,0.0019963144963144955,secure,low_disturbance,94
