eta,attack,drift,shots,n_repeats,n_eff,qber_mean_det,qber_obs_mean,qber_obs_sd,qber_obs_ci_low,qber_obs_ci_med,qber_obs_ci_high,margin_mean,margin_sd,margin_ci_low,margin_ci_med,margin_ci_high,psi_mean,psi_sd,psi_ci_low,psi_ci_med,psi_ci_high,mean_leakage,p_secure,p_transition,p_insecure,dominant_phase
0.055,0.1,0.02,10000,250,9600,0.08818598426254233,0.08804458333333331,0.0029275084460979035,0.0825,0.088125,0.09359895833333333,0.0867993798111727,0.019757837388080884,0.049724124336666786,0.08610355867094052,0.12460903523183972,0.7890852710106608,0.17961670352800804,0.4520374939696981,0.7827596242812774,1.132809411198543,0.1490334375,1.0,0.0,0.0,secure
0.0575,0.1,0.02,10000,250,9600,0.09068598426254233,0.09041708333333334,0.0029113952710719134,0.08552083333333334,0.09015625,0.09645833333333333,0.07089069054776283,0.019354683700577736,0.03112952812465694,0.07248162027709035,0.1037848110441085,0.6444608231614801,0.17595167000525214,0.282995710224154,0.6589238207008213,0.9434982822191682,0.1508128125,1.0,0.0,0.0,secure
0.060000000000000005,0.1,0.02,10000,250,9600,0.09318598426254233,0.09294916666666667,0.002888906668285316,0.0878125,0.09296874999999999,0.09844791666666666,0.05413038649256751,0.018994445559911952,0.018351936424117404,0.05385941159052473,0.08821232179114943,0.49209442265970454,0.1726767778173814,0.16683578567379456,0.48963101445931567,0.8019301981013585,0.15271187500000002,0.996,0.0,0.004,secure
0.0625,0.1,0.02,10000,250,9600,0.09568598426254234,0.09572333333333333,0.003052962762970406,0.0900234375,0.09572916666666667,0.10161979166666667,0.03603785664605623,0.01978576766596433,-0.0017545846633475796,0.035845285304043704,0.07336780734354649,0.3276168786005111,0.1798706151451303,-0.01595076966679618,0.32586623003676096,0.6669800667595135,0.15479250000000003,0.956,0.02,0.024,secure
0.065,0.1,0.02,10000,250,9600,0.09818598426254234,0.09837666666666667,0.0030296182215744953,0.09223437500000001,0.09854166666666667,0.10424739583333333,0.018955690697909894,0.019384485429913056,-0.018169526097505866,0.01775252839894445,0.058695548020139564,0.17232446089008993,0.17622259481739141,-0.16517750997732605,0.1613866218085859,0.5335958910921779,0.1567825,0.824,0.064,0.112,secure
0.0675,0.1,0.02,10000,250,9600,0.10068598426254234,0.10063916666666667,0.00291667694586064,0.09512760416666667,0.10052083333333334,0.1065625,0.004562006295818022,0.018425854498386216,-0.032455233343630346,0.005175010439469746,0.03974915290612352,0.041472784507436564,0.16750776816714744,-0.29504757585118496,0.047045549449724965,0.3613559355102138,0.158479375,0.544,0.104,0.352,secure
0.06999999999999999,0.1,0.02,10000,250,9600,0.10318598426254233,0.10330333333333334,0.0029975928819097565,0.09802083333333333,0.10333333333333333,0.1093515625,-0.012157434332847812,0.01867922420469905,-0.04945005382381724,-0.012483778873745882,0.021083456604073042,-0.11052213029861647,0.16981112913362775,-0.44954594385288393,-0.11348889885223529,0.19166778730975492,0.1604775,0.244,0.072,0.684,insecure
0.0725,0.1,0.02,10000,250,9600,0.10568598426254233,0.10568375,0.003189822144358435,0.0995859375,0.10552083333333333,0.11222135416666666,-0.026897382688244726,0.019654550110414278,-0.06669606675130751,-0.026047770721489588,0.011102981808586316,-0.2445216608022248,0.17867772827649345,-0.606327879557341,-0.23679791564990535,0.1009361982598756,0.1622628125,0.064,0.024,0.912,insecure
0.075,0.1,0.02,10000,250,9600,0.10818598426254233,0.10832333333333334,0.0031438361369443483,0.10231510416666667,0.10822916666666667,0.1139921875,-0.043064644113786923,0.019131878218615343,-0.0772186792168839,-0.0426388893011668,-0.006119376211448837,-0.3914967646707903,0.17392616562377586,-0.7019879928807627,-0.38762626637424363,-0.05563069283135306,0.1642425,0.004,0.008,0.988,insecure
0.0775,0.1,0.02,10000,250,9600,0.11068598426254234,0.11076041666666665,0.003107257334686773,0.1050234375,0.11052083333333333,0.116515625,-0.05780607108674116,0.018663319643259433,-0.0920590321255356,-0.056506044271402184,-0.02297649485911221,-0.5255097371521925,0.1696665422114494,-0.8369002920503237,-0.5136913115582017,-0.20887722599192915,0.1660703125,0.0,0.0,1.0,insecure
0.08,0.1,0.02,10000,250,9600,0.11318598426254234,0.11317750000000001,0.0031575205452975125,0.1075234375,0.11302083333333333,0.11914322916666667,-0.07224643785134484,0.01874608656938206,-0.10732227155788138,-0.07145813316696961,-0.03833692171548788,-0.6567857986485894,0.1704189688125642,-0.9756570141625579,-0.6496193924269965,-0.348517470140799,0.167883125,0.0,0.0,1.0,insecure
0.08249999999999999,0.1,0.02,10000,250,9600,0.11568598426254233,0.11578833333333333,0.0028563194204105657,0.110671875,0.11598958333333334,0.12125,-0.08768588698045456,0.016758572792820232,-0.11942275922924131,-0.08898031260378461,-0.057414459445246945,-0.7971444270950415,0.15235066175291123,-1.0856614475385573,-0.8089119327616783,-0.5219496313204267,0.16984125,0.0,0.0,1.0,insecure
0.08499999999999999,0.1,0.02,10000,250,9600,0.11818598426254233,0.11839,0.0034322033856287256,0.11152864583333334,0.11817708333333332,0.1252890625,-0.10280438507812543,0.019877611133171783,-0.14228690101160002,-0.10173239769704737,-0.06255522516687391,-0.9345853188920493,0.1807055557561071,-1.2935172819236367,-0.9248399790640669,-0.5686838651533992,0.17179250000000001,0.0,0.0,1.0,insecure
0.0875,0.1,0.02,10000,250,9600,0.12068598426254233,0.12066458333333333,0.0031657105327922742,0.11426041666666667,0.12072916666666667,0.12719791666666666,-0.11593678088141786,0.01813986241670976,-0.1529418928223312,-0.11644255244622417,-0.0788045142521085,-1.0539707352856167,0.1649078401519069,-1.3903808438393745,-1.058568658602038,-0.7164046750191683,0.17349843750000002,0.0,0.0,1.0,insecure
0.09,0.1,0.02,10000,250,9600,0.12318598426254233,0.12334208333333334,0.0032293976630683925,0.1175703125,0.12333333333333334,0.12974479166666666,-0.1311814173913115,0.018259579560341837,-0.16701176129965659,-0.13127039512426855,-0.09820838304766784,-1.1925583399210136,0.16599617782128942,-1.518288739087787,-1.1933672284024415,-0.8928034822515258,0.1755065625,0.0,0.0,1.0,insecure
0.0925,0.1,0.02,10000,250,9600,0.12568598426254235,0.12563625,0.003416104947988836,0.11929427083333334,0.12557291666666665,0.13217447916666666,-0.1440795308448061,0.019105438418466854,-0.18027891729574913,-0.14387742662629013,-0.10819383418002565,-1.3098139167709644,0.17368580380424414,-1.6388992481431741,-1.3079766056935467,-0.9835803107275058,0.17722718750000002,0.0,0.0,1.0,insecure
0.095,0.1,0.02,10000,250,9600,0.12818598426254235,0.12845708333333333,0.0033021925618233476,0.12265104166666667,0.12848958333333332,0.13453645833333333,-0.15977913258622364,0.018247619717330285,-0.19303496508428494,-0.16009862988411275,-0.12740303063345257,-1.4525375689656694,0.16588745197572988,-1.754863318948045,-1.4554420898555704,-1.1582093693950233,0.17934281249999998,0.0,0.0,1.0,insecure
0.0975,0.1,0.02,10000,250,9600,0.13068598426254235,0.1309741666666667,0.0033748372049917227,0.12525520833333334,0.13109375,0.137453125,-0.17360012695855556,0.01840209404673082,-0.20859547428422923,-0.17439647806465478,-0.14209698778758295,-1.5781829723505048,0.16729176406118926,-1.896322493492993,-1.5854225278604979,-1.291790798068936,0.18123062500000003,0.0,0.0,1.0,insecure
0.09999999999999999,0.1,0.02,10000,250,9600,0.13318598426254233,0.13271291666666668,0.0034205567744284475,0.1272109375,0.1325,0.13989322916666666,-0.1830538774837214,0.018470313601593374,-0.2214525396638899,-0.18204573374707037,-0.1530146184855771,-1.664126158942922,0.16791194183266703,-2.0132049060353623,-1.6549612158824578,-1.391041986232519,0.18253468750000001,0.0,0.0,1.0,insecure
0.1025,0.1,0.02,10000,250,9600,0.13568598426254233,0.13563208333333332,0.0033611405244351215,0.12991927083333332,0.13541666666666666,0.1430546875,-0.1987665864553553,0.017919161344461525,-0.23790232695985922,-0.1977530332885268,-0.16796960155439683,-1.806968967775957,0.16290146676783204,-2.162748426907811,-1.7977548480775165,-1.5269963777672437,0.1847240625,0.0,0.0,1.0,insecure
0.105,0.1,0.02,10000,250,9600,0.13818598426254233,0.13815458333333333,0.0036412157361677884,0.13121614583333333,0.13833333333333334,0.14521875,-0.2121467767417545,0.019240953372477394,-0.24902526455743965,-0.21325066668985962,-0.17506404624669986,-1.9286070612886772,0.17491775793161268,-2.2638660414312697,-1.9386424244532692,-1.5914913295154534,0.1866159375,0.0,0.0,1.0,insecure
0.1075,0.1,0.02,10000,250,9600,0.14068598426254234,0.14048666666666668,0.0036370142426882493,0.13416666666666666,0.14041666666666666,0.14737239583333334,-0.22440263216780865,0.019000128600106046,-0.2599870628602405,-0.22419410845349255,-0.19104723004203064,-2.0400239287982602,0.1727284418191459,-2.363518753274913,-2.038128258668114,-1.7367930003820968,0.188365,0.0,0.0,1.0,insecure
0.11,0.1,0.02,10000,250,9600,0.14318598426254234,0.14342166666666667,0.0035891755051208596,0.136875,0.14322916666666666,0.15070572916666666,-0.23964595241331732,0.018487026246301722,-0.27674327360020284,-0.23880340176646989,-0.20552782151331864,-2.1785995673937935,0.16806387496637928,-2.515847941820026,-2.1709400160588173,-1.8684347410301694,0.19056625,0.0,0.0,1.0,insecure
0.1125,0.1,0.02,10000,250,9600,0.14568598426254234,0.14554541666666665,0.0036415283198534872,0.13825260416666665,0.14541666666666667,0.15291666666666667,-0.25054193803635094,0.01859702720993046,-0.28771891739041283,-0.25003743694912534,-0.21282447940693783,-2.277653982148645,0.16906388372664058,-2.6156265217310257,-2.2730676086284123,-1.9347679946085259,0.1921590625,0.0,0.0,1.0,insecure
0.11499999999999999,0.1,0.02,10000,250,9600,0.14818598426254234,0.14857749999999997,0.0038406283352589495,0.14177083333333335,0.1484375,0.15665364583333333,-0.26590668262753503,0.019337336117451004,-0.30602275866711753,-0.265368730190884,-0.23125162421747994,-2.4173334784321363,0.17579396470410003,-2.782025078791978,-2.412443001735309,-2.102287492886181,0.194433125,0.0,0.0,1.0,insecure
0.1175,0.1,0.02,10000,250,9600,0.15068598426254234,0.1509633333333333,0.0033688250235457736,0.14416666666666667,0.15104166666666666,0.15695572916666667,-0.27790040504524455,0.01680533536049783,-0.3074895059404379,-0.2784180361728256,-0.24363168272201344,-2.526367318593132,0.15277577600452574,-2.795359144913072,-2.5310730561165964,-2.2148334792910314,0.19622250000000002,0.0,0.0,1.0,insecure
0.12,0.1,0.02,10000,250,9600,0.15318598426254235,0.15351916666666665,0.0036497596471449616,0.14608854166666665,0.15359375,0.16090104166666666,-0.29054361663894973,0.017982085662016867,-0.32645697349121167,-0.29105825177607564,-0.25346543511349034,-2.641305605808634,0.16347350601833516,-2.967790668101924,-2.645984107055233,-2.3042312283044577,0.198139375,0.0,0.0,1.0,insecure
0.1225,0.1,0.02,10000,250,9600,0.15568598426254235,0.15548583333333332,0.003583741532118588,0.148796875,0.15552083333333333,0.16330989583333333,-0.3001957308897788,0.01748148579790729,-0.3378749214911019,-0.3005070578558359,-0.267178605522099,-2.729052098997989,0.15892259816279355,-3.0715901953736533,-2.731882344143963,-2.428896413837264,0.199614375,0.0,0.0,1.0,insecure
0.125,0.1,0.02,10000,250,9600,0.15818598426254235,0.158205,0.00391084509960802,0.14960677083333335,0.15817708333333333,0.165265625,-0.3133667302754195,0.018918803855123886,-0.3470542314675477,-0.31339744736993586,-0.2712468636829564,-2.848788457049268,0.17198912595567167,-3.1550384678867975,-2.849067703363053,-2.465880578935967,0.20165375,0.0,0.0,1.0,insecure
0.1275,0.1,0.02,10000,250,9600,0.16068598426254235,0.16075083333333334,0.0034904007739043536,0.154109375,0.16067708333333333,0.16760416666666667,-0.32561184592177056,0.016653606379650875,-0.35792548145424313,-0.3253899001891493,-0.2935944258536227,-2.960107690197914,0.15139642163318975,-3.253868013220392,-2.9580900017195395,-2.669040235032934,0.203563125,0.0,0.0,1.0,insecure
0.13,0.1,0.02,10000,250,9600,0.16318598426254236,0.1635925,0.003880654171151196,0.1565625,0.1634375,0.1711796875,-0.33904808880973863,0.01828585521456784,-0.3743285710249472,-0.3384763163399053,-0.3055804808734554,-3.082255352815806,0.16623504740516218,-3.4029870093177017,-3.0770574212718667,-2.778004371576867,0.205694375,0.0,0.0,1.0,insecure
0.1325,0.1,0.02,10000,250,9600,0.16568598426254236,0.16595208333333336,0.003807808848034582,0.15864583333333335,0.16604166666666667,0.17322916666666666,-0.35010668506182063,0.01774457079701121,-0.38361354251982255,-0.35067451041286185,-0.3156563257074216,-3.1827880460165514,0.16131427997282924,-3.487395841089296,-3.1879500946623804,-2.8696029609765596,0.20746406250000002,0.0,0.0,1.0,insecure
0.135,0.1,0.02,10000,250,9600,0.16818598426254236,0.16749041666666667,0.004016576388395102,0.15929427083333333,0.16760416666666667,0.1751953125,-0.357232925926581,0.018604476322243758,-0.3924407988857229,-0.35792548145424313,-0.31877321876343667,-3.2475720538780086,0.1691316029294887,-3.5676436262338447,-3.253868013220392,-2.897938352394879,0.20861781250000003,0.0,0.0,1.0,insecure
0.1375,0.1,0.02,10000,250,9600,0.17068598426254236,0.17042666666666667,0.0036490632565909856,0.16325260416666668,0.170625,0.17766145833333333,-0.37076037810077556,0.016695679340521866,-0.4034048060836374,-0.3718011769953928,-0.3376048046138286,-3.370548891825232,0.1517789030956533,-3.6673164189421583,-3.3800106999581163,-3.069134587398442,0.21081999999999998,0.0,0.0,1.0,insecure
0.14,0.1,0.02,10000,250,9600,0.17318598426254236,0.1733125,0.0039533982481672935,0.1650703125,0.17375,0.180796875,-0.38383225092610124,0.017865928126077752,-0.4171698973719984,-0.3859595680167209,-0.3461410261350357,-3.489384099328193,0.16241752841888865,-3.7924536124727126,-3.5087233456065534,-3.1467366012275972,0.212984375,0.0,0.0,1.0,insecure
